LotNO,target,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43
535,133.86,6624,17250,8556,814200,41.30416673,8556,8652.6,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6154.8,25116,924.6,0,138,0,-7866,106.26,38226,356.04,223.56,93.426,157.32,394.68,263.58,53.544,368,27600,2714,1196,0,1196,0,4416
536,133.86,6624,20700,8556,814200,40.72916668,8418,8983.8,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6154.8,25116,924.6,0,138,0,-7866,106.26,38226,356.04,223.56,93.426,157.32,394.68,263.58,53.544,368,27600,2714,1196,0,1196,0,4416
537,132.48,6624,10350,8556,814200,41.20833332,8556,8707.8,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,356.04,223.56,93.426,157.32,394.68,263.58,53.544,368,27600,2714,1196,0,1196,0,4416
538,129.72,6624,18630,8556,814200,40.82499995,8556,8804.4,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,356.04,223.56,93.426,157.32,394.68,263.58,53.544,368,27600,2714,1196,0,1196,0,4416
539,129.72,6210,11730,8832,828000,41.11250005,8404.2,8638.8,173.88,1725,222.18,1311,103500,62.1,62.1,57.96,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,104.88,37674,354.66,223.56,93.426,158.7,397.44,264.96,54.234,736,27600,2806,1150,0,1196,0,4232
540,128.34,6210,8280,8832,828000,40.63333327,8597.4,8459.4,172.5,1725,222.18,1311,103500,62.1,62.1,57.96,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,104.88,37674,354.66,223.56,93.426,158.7,397.44,264.96,54.234,736,27600,2806,1150,0,1196,0,4232
541,128.34,6210,8280,8832,828000,39.86666668,8597.4,8638.8,172.5,1725,222.18,1311,103500,62.1,62.1,57.96,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,104.88,37674,354.66,223.56,93.426,158.7,397.44,264.96,54.234,736,27600,2806,1150,0,1196,0,4232
542,129.72,6210,8280,8832,828000,40.34583332,8376.6,8459.4,166.98,1725,222.18,1311,103500,62.1,62.1,57.96,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,104.88,37674,354.66,223.56,93.426,158.7,397.44,264.96,54.234,736,27600,2806,1150,0,1196,0,4232
543,129.72,6210,8280,8832,828000,39.675,8224.8,8597.4,173.88,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-8280,106.26,34500,361.56,223.56,91.632,162.84,394.68,256.68,53.268,460,27600,2208,1242,0,1518,0,4784
544,129.72,6210,10350,8832,828000,41.01666664,8238.6,8473.2,175.26,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,358.8,223.56,92.874,155.94,391.92,264.96,53.682,644,28520,2760,1242,0,1196,0,4462
545,129.72,6210,15180,8832,828000,39.96249995,8349,8473.2,175.26,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,358.8,223.56,92.874,155.94,391.92,264.96,53.682,644,28520,2760,1242,0,1196,0,4462
546,128.34,6210,11040,8832,828000,40.82499995,8280,8376.6,175.26,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,358.8,223.56,92.874,155.94,391.92,264.96,53.682,644,28520,2760,1242,0,1196,0,4462
547,128.34,6210,16560,8832,828000,40.25000005,8390.4,8542.2,171.12,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,358.8,223.56,92.874,155.94,391.92,264.96,53.682,644,28520,2760,1242,0,1196,0,4462
548,131.1,6210,7590,8832,828000,39.29166664,8307.6,8404.2,162.84,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,38226,358.8,223.56,92.874,155.94,391.92,264.96,53.682,644,28520,2760,1242,0,1196,0,4462
549,131.1,6624,15180,7728,828000,40.63333327,83076,8914.8,171.12,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,37260,360.18,223.56,93.84,160.08,400.2,263.58,53.682,460,27600,2806,1196,0,1242,0,4186
550,129.72,6624,8280,7728,828000,41.11250005,8321.4,8694,169.74,1738.8,220.8,1324.8,82800,75.9,63.48,69,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,104.88,37674,367.08,223.56,93.288,155.94,387.78,260.82,52.716,644,27600,2622,1196,0,1196,0,4140
551,128.34,6624,11040,8556,814200,42.16666673,8556,8611.2,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,37260,364.32,223.56,94.392,160.08,394.68,258.06,53.682,460,27600,2622,1104,0,1104,0,4140
552,131.1,6624,21390,8556,814200,40.63333327,8556,8776.8,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,37260,364.32,223.56,94.392,160.08,394.68,258.06,53.682,460,27600,2622,1104,0,1104,0,4140
553,131.1,6624,11730,8556,814200,40.5375,8556,8597.4,138,1725,172.5,1269.6,89700,82.8,82.8,80.04,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,37260,364.32,223.56,94.392,160.08,394.68,258.06,53.682,460,27600,2622,1104,0,1104,0,4140
554,129.72,6624,21390,8556,814200,41.01666664,8556,8763,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,37260,364.32,223.56,94.392,160.08,394.68,258.06,53.682,460,27600,2622,1104,0,1104,0,4140
555,129.72,6624,20700,9108,814200,41.01666664,8556,8735.4,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,106.26,37260,364.32,223.56,94.392,160.08,394.68,258.06,53.682,460,27600,2622,1104,0,1104,0,4140
556,128.34,6624,21390,9108,814200,41.49583327,8556,8694,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,37674,356.04,223.56,94.116,160.08,400.2,262.2,53.958,276,28060,2806,1150,0,1196,0,4048
557,129.72,6624,22080,9108,814200,41.49583327,8556,8638.8,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,37674,356.04,223.56,94.116,160.08,400.2,262.2,53.958,276,28060,2806,1150,0,1196,0,4048
558,131.1,6624,20700,8556,814200,41.11250005,8280,8597.4,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,37674,356.04,223.56,94.116,160.08,400.2,262.2,53.958,276,28060,2806,1150,0,1196,0,4048
559,129.72,6624,15870,8556,814200,40.82499995,8280,8845.8,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,37674,356.04,223.56,94.116,160.08,400.2,262.2,53.958,276,28060,2806,1150,0,1196,0,4048
560,131.1,6624,11730,8556,814200,41.78333336,8280,8666.4,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,36846,356.04,223.56,93.012,158.7,398.82,266.34,53.268,644,28060,2760,1196,0,1242,0,4508
561,128.34,6624,12420,8556,814200,41.78333336,8280,8666.4,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,36846,356.04,223.56,93.012,158.7,398.82,266.34,53.268,644,28060,2760,1196,0,1242,0,4508
562,132.48,6624,17250,9108,814200,41.01666664,8556,8763,138,1766.4,124.2,1242,82800,85.56,80.04,81.42,12696,13938,400.2,8280,6127.2,25530,924.6,0,138,0,-7866,107.64,37674,356.04,223.56,94.116,160.08,400.2,262.2,53.958,276,28060,2806,1150,0,1196,0,4048
563,129.72,6624,9660,8556,814200,41.59166668,8418,8611.2,138,1725,122.82,1242,82800,75.9,77.28,70.38,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,107.64,36846,356.04,223.56,93.012,158.7,398.82,266.34,53.268,644,28060,2760,1196,0,1242,0,4508
